bias,conspiracy,hate,satire,junk,state
0.15593433,0.14359322,0.14099486,0.18229629,0.15264827,0.1469578
0.16363959,0.14494656,0.1345026,0.1636302,0.13773632,0.14276162
0.13690035,0.14485787,0.12542109,0.17468996,0.13260747,0.11739955
0.1408939,0.15191412,0.13334619,0.17182642,0.12597658,0.13481477
0.1268698,0.12835534,0.12768757,0.12643774,0.11998477,0.12880594
0.12724952,0.13850391,0.13033834,0.16600992,0.1107669,0.12853943
0.1765725,0.16140331,0.14994688,0.17299967,0.15042491,0.16917923
0.12900284,0.12214891,0.113672405,0.12230577,0.11564731,0.13082357
0.14991082,0.13875224,0.13949206,0.15240377,0.13305137,0.16066524
0.14250885,0.16308068,0.12554255,0.17093766,0.13225995,0.13757867
0.13033053,0.13524327,0.14276537,0.13937137,0.13099125,0.13700218
0.1624971,0.15955564,0.15237062,0.18394165,0.15563683,0.15719679
0.17275023,0.15341853,0.14623113,0.16392946,0.14795549,0.17582554
0.111078985,0.10690239,0.109077774,0.12452153,0.103973284,0.1173915
0.15842783,0.14496984,0.14900884,0.15009181,0.1413699,0.16777813
0.17049079,0.15056011,0.1388952,0.15893075,0.1331989,0.16418564
0.13160215,0.1323143,0.1327748,0.14157355,0.10875823,0.14900132
0.10634521,0.12002765,0.108333476,0.1189415,0.09366856,0.10494969
0.12064709,0.102386914,0.09954634,0.10580839,0.1022805,0.09605233
0.15902,0.14040108,0.13581465,0.17573754,0.1395246,0.14441544
0.110611685,0.107125655,0.09639203,0.12188086,0.1400126,0.095948786
0.12739775,0.11533298,0.107335776,0.13223931,0.12268373,0.117039956
0.1149811,0.11613097,0.112549,0.13187805,0.11465836,0.115185834
0.14866535,0.15525256,0.13823918,0.18248048,0.13144557,0.13630636
0.13763265,0.12977514,0.1231095,0.13316938,0.10377512,0.1416831
0.1449484,0.13929659,0.14482327,0.15200646,0.13126963,0.17760617
0.13678448,0.13705419,0.12827115,0.14466442,0.13192429,0.13120767
0.17312501,0.15773408,0.15152274,0.16471098,0.14674947,0.18550335
